loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
21.860986294768185,4.116184310042148,2.116184310042148,3.0,44.44190784497893,200.68182578894823,0.09441907844978926,10.421100723077608,19.406738577449055,2083.8777541826285,0.06441907844978927,115.76809215502107,14,1,2,0,12.325723534936778,10.767631379915704,26.441907844978925,18.0,7.232368620084296,1
187.28592775575345,35.71454412538576,2.7143081848161525,32.28592775575345,687.7148587128119,4682.393059684865,0.03,31.21567451287541,150.42749541976542,145941.12921278275,1.5642877366334538,8107.845035668239,149,1,31,3,18.142845907591923,94.0002359405696,364.8570754455515,322.85778326726034,70.42908825077151,1
16.764251598069396,3.0,1.471496803861209,1.0,30.0,120.61766081305818,0.09,10.870077228328203,11.096502388135143,1311.5186669183292,0.04,72.86123565325124,11,0,2,0,10.235748401930605,6.0,17.235748401930604,12.764251598069395,5.0,1
130.21002549998323,26.52982150011741,20.009515500318685,9.840101999932909,464.2886995008554,2860.911981337446,0.03,36.077354314964275,79.3931842701419,103152.42503573373,0.9515989800006709,5730.690251914374,95,14,17,0,21.26015299989936,51.1503824997484,291.3984700010064,173.52030599979872,52.05964300023482,1
114.03225019932003,12.55718189066183,4.0,10.835772835992746,410.1582748291931,2518.5136985754107,0.026392954726654573,35.111093867308256,75.31046693708657,86225.73158228322,0.836216822893019,4790.318083990583,95,6,8,0,20.246340746010883,49.868023035312774,234.48970532461468,175.6685695045784,23.753659253989117,1
49.24949895712596,10.413862212810212,1.0,10.413862212810212,191.62970772365873,1071.730578910458,0.05,20.079445094018435,53.5101012522477,21491.48206721573,0.3541386221281021,1193.9716858033325,34,1,10,0,14.586137787189788,33.70693110640511,98.26732776601277,93.36237995764596,19.827724425620424,1
5.787881083907986,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5.0,6.0,8.0,7.0,1.0,1
15.471177051092038,1.8822057372269905,1.0,1.8822057372269905,27.0,103.69052462656394,0.22235588525546018,4.464661721168097,23.245212263939152,462.6995486643789,0.031177942627730094,25.70588971313865,8,0,3,0,6.1177942627730095,8.235588525546019,15.0,12.0,2.764411474453981,1
87.6777609697096,14.0,2.735552193941918,12.698335854543561,260.01664145456436,1658.437319232161,0.0343388804848548,28.69618154278505,58.50354009213282,47305.976947029645,0.5547110438788384,2628.1118850215657,70,3,8,3,28.69833585454356,54.37609682425315,151.86777609697097,108.14886535759342,20.603328290912877,1
85.26201435950279,11.504805743801114,10.504805743801114,7.757208615701673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,22.00961148760223,1
38.012670265118736,28.995031268580888,16.997267197719488,13.997515634290444,246.99229846630038,1245.977433222203,0.03,33.79985342242313,36.86038507668498,42113.69560961402,0.4200024843657095,2339.653644564496,28,2,5,0,13.002981238851469,20.003726548564334,142.99503126858087,103.99726719771948,56.990062537161776,1
26.799449580156953,2.724931197519619,1.0,2.724931197519619,84.24931197519619,387.993510691119,0.05724931197519619,16.343228424234866,24.100397290271864,6290.19896478749,0.1317479359255886,349.4554837344009,18,1,3,1,12.0,12.349587185117716,51.275068802480384,32.97424317271581,4.449862395039238,1
153.06244342766914,44.287243296443016,26.688670373123166,20.602140615020225,376.3532544158125,2408.8852140515764,0.03885816219762868,27.158956494292205,91.37674311377197,64290.55368806123,0.8068867037312316,3571.6972521715575,127,10,13,0,22.228367560474265,62.003567691700376,228.51917854861765,147.83407586719485,86.54683257075185,1
61.340525992549416,9.518318722429182,8.0,3.963362555141634,175.6390200458284,961.4602766879204,0.044816812775708176,23.461744206818015,42.40772085545514,22174.308745770268,0.31853450220566537,1231.907585973532,44,6,7,0,17.1099123345751,27.408406387854086,99.52371321684124,76.11530682898716,18.036637444858364,1
82.70169317825498,7.650608835027889,4.713869878812749,4.587347791243028,129.39756465988845,696.9771295820824,0.03587347791243028,26.499825349101354,26.552879743548687,18378.309451378216,0.2334939116497211,1021.0176151006641,39,11,24,4,20.237956626270915,21.524086747458167,73.0,56.397564659888445,13.713869878812748,1
17.045264050428347,2.825789324928609,1.0,2.0,63.87105337535696,285.655937419277,0.05,18.851742106750716,15.154842135014277,5385.043221697862,0.09174210675071391,299.1664585150477,12,0,2,0,12.825789324928609,9.477367974785826,36.090528100856694,27.780525274500263,4.651578649857218,1
35.92770914554906,6.296866926575699,1.0,3.925783268356075,119.18554182910981,647.9980633190384,0.06,17.576173610786224,36.899074169753085,11385.481643102177,0.22074216731643925,632.5257499178038,32,0,1,0,18.111325097465887,25.222650194931774,70.25975856075374,48.92578326835608,11.185541829109813,1
44.17557977763462,7.053478665807698,3.473260667096151,3.526739332903849,145.98485621978847,801.343393788915,0.04,28.489465213341923,28.12534786658077,22830.35483081053,0.27,1268.3541275568818,27,5,7,1,22.59536177892307,22.9465213341923,87.75579777634616,58.22905844344231,13.106957331615396,1
90.32673759139668,5.9531371168454505,1.0,3.0,318.77557919713223,1645.2426306786883,0.02,44.974639455813815,36.71652948070217,73863.15345059692,0.5506534751827934,4103.507969477607,71,2,14,0,14.887789598566114,21.065347518279335,191.14917967168347,127.62639952544876,10.906274233690901,1
167.2673540708804,17.83033427594911,1.7634957582290056,13.575835689872775,569.074555143023,3663.245813144014,0.029151671379745548,35.099639779671854,104.97334342637518,128165.05690774547,1.2204884417341477,7120.279461169997,110,32,21,0,19.763495758229006,67.08483286202545,329.3830367620153,239.69151838100765,34.66066855189822,1
12.604383700634987,1.534794566878329,1.0,1.534794566878329,27.139178267513316,109.57551296858972,0.11069589133756658,8.936854737070872,12.372734396685786,974.8077748068865,0.03534794566878329,54.15773147719787,7,0,3,0,10.395616299365013,6.069589133756658,16.46520543312167,10.673972834391645,2.069589133756658,1
45.516518702588385,6.0,3.8104351621764514,3.1263765585490324,146.60173191864743,815.4416533344099,0.04063188279274516,28.06400087300584,29.363382817376213,22775.994017375302,0.2750550623419613,1265.3343867951646,26,7,7,1,23.431305486529354,24.063188279274517,88.65390772952968,57.947824189117746,11.0,1
337.2900624894884,31.392749999754116,9.438062501290899,26.570999999016458,1067.8489375016597,6808.769878828814,0.03401812500061471,30.839396874640393,224.7885031303757,208154.72259426804,2.272779375026433,11564.150803744058,275,29,30,0,9.607250000245886,78.51056250374975,589.3111874969879,478.5377500046718,61.78549999950823,1
37.81461078906438,7.0,2.2036526972660955,5.0,113.40730539453219,617.3327844404314,0.05,18.941123352656138,32.59617335487333,11692.281391998496,0.20601826348633048,649.5693984909257,31,0,4,0,18.796347302733903,24.796347302733903,63.407305394532194,50.0,13.0,1
8.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,4,0,2,0,5.0,6.0,8.0,7.0,1.0,1
4.972522495633662,1.0,1.0,1.0,12.945044991267324,44.73836463819177,0.3289008998253465,3.013738752183169,14.864977355133163,134.72683314430463,0.01,7.489283773297128,2,0,0,0,6.027477504366338,4.9450449912673236,8.0,4.9450449912673236,1.0,1
19.735820208232546,1.4559700347054245,1.0,1.4559700347054245,85.45597003470543,417.6895115290158,0.07455970034705425,13.505947867723956,31.003469650968594,5634.091774953301,0.13455970034705425,313.005343219435,14,0,2,0,13.0,16.735820208232546,50.896269687651184,34.559700347054246,1.9119400694108488,1
71.36388127858447,9.961838500382122,1.0,9.521634222561886,179.12469838986542,1002.6963012258069,0.08,12.291042706078418,81.70563052153314,12317.13064304239,0.33880408555640473,684.2845013698548,54,2,11,0,11.798978610898821,37.478365777438114,99.40204277820236,79.72265561166307,18.923677000764243,1
173.7241549220862,19.321846632038312,11.281615803033523,15.801731217535917,561.3247319945982,3350.8192754226493,0.015201154145023946,63.69154824097233,52.97264960615007,212651.66523184313,1.1176150038853112,11813.979757452858,127,36,6,0,20.560346243507183,42.20115414502395,301.4454244816125,259.87930751298563,35.2442703365886,1
152.04683093182626,21.56390084781836,14.8926822035538,13.33560932213228,596.9385483024284,3852.752858753443,0.0261073177964462,43.42209663156663,92.17974988478993,163980.77209881291,1.2798634406720633,9110.046041262205,108,12,27,0,23.55707288142152,58.825367372537016,341.9180644032379,200.13366482908194,35.12097372923988,1
35.136093324891384,7.5285995055475095,5.41420148335747,3.792899258321265,97.34319406657012,516.7732456785451,0.0452859950554751,21.459625562469867,25.11853953014949,10872.358265642968,0.1758579851664253,604.0161933683671,28,0,5,0,20.792899258321263,18.64299752773755,60.07889431379636,37.26429975277375,13.264299752773756,1
305.46827504734586,28.245170314314333,5.595861567597453,14.62792987506911,1181.2437968950442,8467.63487507567,0.02,53.01949299659421,160.01525246647603,448443.97123303666,2.8210620764860384,24913.556410073073,254,11,35,1,24.297930783798726,119.86172404392453,650.9893105641761,530.8289690268178,55.490340628628665,1
204.8639309224464,28.51133908979613,20.443304551019338,14.488660910203867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,56.02267817959226,1
81.35319901665494,4.80668585476358,1.3866282904728409,2.19331414523642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8.61337170952716,1
61.55121881155239,10.750677117529106,5.750677117529106,7.750677117529106,202.603791858163,1187.2383214460517,0.03950135423505821,24.101626518387455,49.49910961095718,28539.966885792826,0.3955121881155239,1585.549799285948,49,1,9,0,21.850406270517464,36.252031352587316,123.10243762310478,79.50135423505822,20.501354235058212,1
16.82723369776197,3.810212636660738,2.810212636660738,2.810212636660738,38.62042527332147,168.73663770741737,0.13603404212220246,7.143991514790055,23.698970048559136,1203.4112170311894,0.05603404212220246,66.85396595787779,11,0,3,0,9.586383151119016,11.396595787779754,21.206808424440492,17.413616848880984,6.620425273321476,1
7.193221857493686,2.0,1.0,2.0,14.0,48.77007046918889,0.23386443714987373,4.306575694152399,11.355968349090656,209.73944072609527,0.02,11.650202448353914,4,0,0,0,7.193221857493686,4.0,9.193221857493686,4.806778142506314,3.0,1
50.861654559255456,5.686165455925545,1.0,5.686165455925545,124.02135270519128,673.4788927940926,0.05156917272037227,18.323556456684596,37.084344044236175,12290.295387791393,0.22627669088148908,682.7946240919441,36,1,8,1,20.058496367776637,23.529248183888317,80.86443543315404,43.15691727203723,7.843082727962773,1
42.75112709902832,4.060090167922265,1.0,4.045067625941699,160.24036067168907,895.6542474935496,0.060150225419805664,15.409804690619062,58.1539260434327,13798.868443060637,0.30060090167922265,766.6005608633475,31,3,6,0,14.015022541980567,34.135202877825094,85.21031558772793,75.03004508396113,7.12018033584453,1
28.501706361131664,2.625426590282916,1.0,1.9381398854243743,77.43643352429271,383.1525642147201,0.09687286704858543,10.501305456736779,36.493267952980304,4023.586536629729,0.1268728670485854,223.53563997589544,22,0,4,0,11.938139885424373,19.0,43.62542659028291,33.8110069340098,4.250853180565832,1
18.706706639433616,3.411856293270402,2.2355688798112054,2.588143706729598,46.235568879811204,208.05348996801035,0.16235568879811205,6.118159276585566,34.313180891164436,1267.549629803867,0.07,70.41870538168118,11,2,2,0,8.411856293270402,14.235568879811206,25.647425173081608,20.5881437067296,5.823712586540804,1
28.79768125426172,3.7234336531905043,1.0,3.585150479785757,115.10626538723798,638.0083390689489,0.08,11.8715870723088,53.792106089454606,7569.1304019480785,0.20861716826595253,420.5039112193377,22,0,3,0,14.30858413297626,33.06403557233353,60.52111490745222,54.58515047978576,6.446867306381009,1
17.443265774165088,2.147755258055029,1.0,2.147755258055029,35.14775525805503,150.83447433994706,0.14573877629027515,6.933061185486243,21.80771453143667,1044.7083349138577,0.05,58.041820420644406,11,0,3,0,10.573877629027514,9.0,23.295510516110056,11.852244741944972,3.295510516110058,1
62.23839251312861,17.656964492122835,7.686071015754332,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,34.31392898424567,1
6.802233810485365,1.0,1.0,1.0,15.203350715728048,51.443737934485,0.5681898738912561,1.7994415473786587,29.65182580767322,91.08865002388755,0.02,5.061698435584476,4,0,0,0,3.5988830947573174,6.802233810485365,8.401116905242683,6.802233810485365,1.0,1
9.725588278999625,1.5488234420007503,1.5488234420007503,1.2744117210003751,28.35352967399775,115.04686843594322,0.15176764836998874,6.78124700288048,17.17445612054796,775.5571522838457,0.037255882789996246,43.08776172843031,6,0,1,0,9.823235163001126,7.0,18.627941394998125,9.725588278999625,2.0976468840015006,1
39.99851820068543,8.999851820068542,5.400029635986291,2.599970364013709,128.20112616747906,620.6755992596048,0.03400029635986292,29.89567370779093,22.36053789315119,17879.244029574125,0.20600266723876623,993.2904460215937,24,3,6,1,15.600118543945165,12.80020745190404,81.20127434741053,46.99985182006854,16.999703640137085,1
67.89169614533779,9.886643083729766,3.659929251189295,5.113356916270234,208.66498231279732,1140.071685961888,0.03,33.40912582331591,34.345676262626036,37976.73012145788,0.38108303854662207,2109.8126040190127,50,5,9,0,20.886643083729766,24.7682331058515,130.78844535228362,80.21155464771638,18.77328616745953,1
106.41214694120686,16.0,9.764858776482741,12.941214694120685,363.4114971411552,2211.789850114012,0.03,32.48414096341362,68.08990902799277,71851.15950960777,0.7405878530587932,3991.728142435804,76,10,15,1,21.88242938824137,46.05878530587931,226.5885028588448,136.8229942823104,31.0,1
128.55247867552697,16.0,6.552478675526971,10.723760662236515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,1
241.79288148093224,45.02147946013107,36.71432996533136,30.892912456664202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,89.04295892026214,1
91.76912159116816,10.333806438271305,6.744099241215252,7.051464014719732,289.38385113817714,1737.7685098154184,0.03,34.52889081398374,50.766694008727754,59743.3611527777,0.5771765757644842,3319.0763034200995,60,19,7,2,22.589707197056054,41.845607955840805,163.23087840883184,126.15297272934528,19.66761287654261,1
121.36008037962931,14.671564013171563,8.3374772419144,13.671564013171563,355.04181580477257,2293.651284156566,0.053340867712571634,20.4363608948279,121.64049602944664,44843.474758018616,0.7634538834011462,2491.3035982955657,100,3,13,1,16.33295661437142,71.01582219640044,187.69077668022925,167.35103912454335,28.343128026343127,1
13.500173735663928,1.0,1.0,1.0,36.75008686783196,157.8044818614843,0.34125304037411874,2.918719161919653,54.43444711435151,459.7776719421034,0.05,25.542370566930376,9,0,2,0,5.0,14.625130301747946,19.750086867831964,17.0,1.0,1
22.893448752783886,3.893448752783887,3.680346258351661,2.106551247216113,48.68034625835166,223.19492035077843,0.10893448752783887,9.50860318596886,23.47550816993298,2122.4906657792862,0.07,117.91156246481063,14,0,4,0,12.893448752783886,11.106551247216114,32.25414126948721,16.426204988864452,6.786897505567774,1
169.8353360165777,3.6883576249136576,1.6232847501726846,3.6883576249136576,812.3559190145055,5378.246123625747,0.03311642375086342,35.71234553400879,159.0542387618347,187087.8264981755,1.7919168150587128,10393.766645255515,108,30,25,3,14.934927125259026,86.3081052567347,430.07525775500784,382.28066125949766,6.376715249827315,1
24.0,1.7402055838288395,1.0,1.7402055838288395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2.480411167657679,1
27.23601494070266,5.0,1.0,3.0,67.25466168643244,331.5250879185724,0.08,12.716707513306483,26.058572187879463,4217.4547155663095,0.11,234.30514121579776,15,0,9,0,13.745338313567553,16.745338313567554,36.25466168643245,31.0,9.0,1
200.01985440074435,25.005414836566644,20.005414836566644,11.007219782088857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.01082967313329,1
86.24829616850482,12.62414808425241,9.187925957873796,2.939629789368977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,22.624148084252408,1
171.81552192408935,30.482984088689896,25.74268529124575,20.927163367156385,712.5194024051117,4732.362700032776,0.02,52.141092549492654,90.75905064013544,246753.14501295614,1.5770388048102235,13708.505936540938,148,4,16,0,27.40776096204468,74.14805975948883,438.3396973168043,273.3277648477963,54.85432673431277,1
20.184222733119046,2.1973704555198412,1.1973704555198412,2.0,39.19737045551984,172.9460695990355,0.10098685227759921,9.90131477224008,17.501056456377302,1710.9128074328776,0.06,95.05355143124329,14,0,3,0,12.0,9.296055683279763,23.90131477224008,15.296055683279763,3.3947409110396825,1
13.218248106501164,2.1596106903335923,1.0,1.0,22.579805345166797,88.55745743885802,0.2,5.025211679289992,17.615048663708304,445.15718504754943,0.03,24.727588815188206,8,0,3,0,7.840389309666408,7.420194654833204,13.0,9.579805345166797,3.3192213806671846,1
70.8606808699895,11.372136173997898,8.116408521993696,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.744272347995796,1
80.79112525363301,1.0,1.0,1.0,153.53908829497246,954.6209050489846,0.4646091170502753,2.153302135486055,443.3396059203538,2059.9399134714417,0.32,114.43847827293979,38,9,30,0,4.0,70.46091170502753,77.63477207374312,75.90431622122935,1.0,1
31.354133355114676,3.0,1.0,2.5354133355114676,81.56661336818348,401.30097833820867,0.07070826671022935,14.822823992485437,27.80620802744449,5867.6573419427705,0.13606240006534404,325.9787018708922,21,4,3,0,14.929173328977065,15.212480013068806,51.74789334858028,29.81872001960321,5.0,1
91.55639014984317,7.634801407165263,4.211600469055087,3.2116004690550874,209.44360985015683,1160.6185589304882,0.03,33.97367323726553,34.57356661367673,39205.224162399434,0.38692803752440696,2178.0652956914637,59,22,6,0,20.423200938110174,26.3856075048814,123.57679906188983,85.866810788267,14.269602814330526,1
106.00085414846077,13.727583326713006,6.09137499006951,11.273270821747762,326.4619998411122,1878.8862817316033,0.021818958316782516,54.71216878128104,36.180957024180714,100433.34834159068,0.6309308328699104,5579.630008919389,80,6,9,4,25.363791663356505,28.6387707820258,210.36720825719956,116.09479158391258,26.09137499006951,1
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
180.4435233946836,16.594143887382998,15.539751802920243,8.472803957768622,393.53975180292025,2464.449149791736,0.028242679859228743,39.991171222523406,61.66723967807113,98515.81739161554,0.8212133992961437,5473.098346487631,83,27,67,0,26.824267985922873,49.945607915537245,244.76987590146013,148.76987590146013,32.188287774765996,1
137.2046088483925,14.564841436717426,5.129682873434853,10.740634253130294,413.02594086649754,2600.3653242097907,0.03,33.08881817788493,79.26971312722338,85671.13243295002,0.8678674419610831,4759.509337853577,108,12,13,0,21.518731493739413,57.69452431015228,231.92507402504236,181.10086684145523,28.129682873434852,1
44.46102910248946,6.640686068326308,4.281372136652616,5.820343034163154,165.664459444121,971.9733886407373,0.07640686068326308,13.910291999653012,70.77800703693904,13427.715056676077,0.3274240123914208,745.98730352982,40,0,3,0,15.281372136652616,43.86788978575254,87.6406860683263,78.02377337579469,12.281372136652616,1
133.5749371165013,27.902600865268735,20.102127980674418,17.102127980674418,465.8028373075659,3001.7520714859374,0.029002364422971574,39.44064297213129,76.14253451050855,118359.43990637764,1.0050118221148578,6575.524494667401,106,3,17,4,24.900236442297157,62.20189153837726,268.90023644229717,196.90260086526874,54.80520173053747,1
4.0,1.0,1.0,1.0,7.0,19.65,0.33381583229376016,2.9727440550445703,6.621410575783226,58.41469324107536,0.01,3.250018460549027,2,0,0,0,5.945488110089141,1.0545118899108592,5.945488110089141,1.0545118899108592,1.0,1
119.34445928895468,22.33600919607771,10.33600919607771,16.000845009287698,350.34234676573544,2152.981894760037,0.03333474168214616,34.328660660279,65.22908502988493,72532.28773705027,0.7200295753250694,4029.568947963437,91,10,13,2,25.0,46.3385442239408,229.33431917750232,121.00802758823312,43.67201839215542,1
19.422608766193978,4.42260876619398,3.4226087661939792,3.6150725107959865,40.42260876619398,171.71608725632439,0.13807536255397995,7.035101433991304,24.465165308390233,1206.674643068413,0.05807536255397993,67.03668983226395,14,0,3,0,8.57739123380602,10.42260876619398,22.962318723010036,17.460290043183946,7.8452175323879585,1
33.30026913426618,9.017367901368157,5.5260518520522375,3.965264197263684,124.93052839452737,612.4434381471362,0.04,27.818336592656713,22.0287108641107,17033.20292892441,0.20491316049315922,946.2881555561568,28,0,2,0,17.526051852052237,13.017367901368157,85.96526419726368,42.526051852052234,17.034735802736314,1
80.10942834966728,11.05471417483364,9.10942834966728,10.7264291258318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.10942834966728,1
24.102999768052747,4.0,2.3935882762259855,2.535470574591338,30.67735287295669,131.27497091491597,0.13070941149182677,7.749563544965874,17.1198699327353,1011.9136629263046,0.04535470574591338,56.22212823447548,14,4,2,0,11.393588276225985,8.070941149182676,19.535470574591336,11.141882298365353,7.0,1
72.52223301506466,8.54201772341079,2.7347699388371396,7.413516246459892,257.0115576010851,1416.4775788605812,0.020642507384754497,50.849204646574194,28.240254743401746,71600.41975595684,0.4709226255408264,3977.8033554702347,56,12,4,0,22.8714985230491,22.642507384754495,156.98354578547787,100.02801181560719,16.08403544682158,1
7.195226381864921,1.0,1.0,1.0,11.0,35.541985971142786,0.3240238680906754,3.071713582911895,11.57043454524889,109.2315514258939,0.01,6.066095472362702,3,0,1,0,5.40238680906754,4.0,6.40238680906754,4.59761319093246,1.0,1
24.38114502307437,1.809427488462815,1.0,1.809427488462815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2.61885497692563,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,1
260.6152212149156,70.2671004879359,1.0,36.710452895832404,1393.4515875822551,9812.072084173185,0.02067870900219347,43.97115419390304,225.0770874054344,429718.8679332881,3.273119937203993,23873.269188838178,212,3,42,0,18.52490369846457,113.08593440350955,852.3842477335602,541.067339848695,139.5342009758718,1
17.608398640450886,2.919084937400507,1.0,1.4595424687002534,41.0,180.09,0.14,7.13,25.28,1283.11,0.06,71.28,10,1,4,0,9.0,12.0,22.0,19.0,4.838169874801014,1
71.71090873822253,10.25229948598691,6.990802056052358,5.25229948598691,207.45860925223562,1210.0810769662341,0.037477005140130894,27.453179730387667,44.197845834537645,33173.90445820965,0.40243101542039267,1842.9962288429815,55,0,13,0,22.00919794394764,34.99080205605236,119.74770051401309,87.71090873822253,19.50459897197382,1
110.12717868023488,39.80640672602758,35.80640672602758,9.0,400.147433375734,2348.4193383901024,0.02,54.73548746191779,42.947607247479475,128481.0993672284,0.7806358934011745,7137.836406726027,83,17,8,0,23.404615989823842,35.06358934011744,234.15025862935408,165.9971747463799,77.91050545714324,1
80.21723074688002,8.940074844678918,3.8202245340367558,7.940074844678919,238.58052391275243,1426.5315278923335,0.03,35.07097396906967,40.70689098109371,50014.83724099252,0.4776029937871567,2778.6046802630417,57,0,21,0,25.820224534036754,37.340823291468105,137.3595509319265,101.22097298082595,16.820224534036754,1
49.376803744623345,8.964801069892385,4.447201604838577,5.482400534946192,117.16561016397765,616.2279457044052,0.05482400534946193,18.76811868938183,33.11005255774156,11517.706643530164,0.20447201604838577,639.8720944165592,29,4,6,5,17.623196255376655,20.964801069892385,70.96480106989239,46.20080909408527,16.92960213978477,1
13.622171039733775,1.0,1.0,1.0,25.880092128479202,101.32269837586317,0.40506789504638935,2.4769681554699496,41.79165571673452,247.87038674078457,0.037511315841064895,13.76911776483461,6,1,2,0,4.248868415893511,10.875565792053244,13.128960544372713,12.75113158410649,1.0,1
15.113412371166026,6.0,3.9621958762779914,3.113412371166026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,1
32.420150474733944,7.550376186834857,7.260451424201829,6.1302257121009145,104.15969905053211,551.1048583503475,0.05,21.72132940827119,25.4304118408845,11958.611533894666,0.18289924762633028,664.3669689258904,24,0,3,0,20.289924762633028,18.869774287899087,63.869774287899084,40.28992476263303,14.100752373669714,1
50.0587811526199,7.823553627074345,4.411776813537172,4.411776813537172,123.44106447478116,700.414585335534,0.07294111593231414,14.43324737150333,49.823416750036614,9990.454027634203,0.23176446372925655,555.0285407626911,35,4,8,0,18.11766522030576,32.76466955938848,70.91172535600418,52.52933911877697,14.64710725414869,1
42.100997001619675,6.837126124392622,3.0,3.4495014991901627,111.81436937803689,560.9972642350953,0.033876246252024594,27.5128868440039,20.722853307839305,15312.522791604535,0.18550498500809837,850.6945307815031,29,4,3,1,17.38762462520246,14.938123126012297,65.26387087722705,46.55049850080984,12.674252248785244,1
139.66164098117383,25.566532253280318,20.627366754136055,10.676805750142623,574.7947932002247,3400.8161024866786,0.013231942498573774,92.97948455904228,49.60748161003906,274316.5700231603,1.1364261923559513,15239.810411086824,93,25,18,0,23.323194249857377,36.33082049058691,365.387885727323,209.4069074729017,49.48667600684588,1
26.740634289506485,4.870317144753242,4.740634289506485,1.0,58.907779986727306,268.1540609674819,0.05064841427623379,19.021513130742463,14.124178396283645,5094.972984871763,0.09064841427623378,283.0504179873165,19,0,3,0,14.675792861883107,8.935158572376622,35.64841427623379,23.259365710493515,8.740634289506485,1
118.64703254906838,23.179935432517343,12.26645144172448,10.456741995396431,402.20064567482655,2516.151899278761,0.02636677427913776,41.6184857155557,62.17001218377864,103165.73789574034,0.8400690341410307,5731.426651645096,102,1,12,0,25.273354855827552,51.737000265327055,240.73009685122398,163.38058110734391,45.35987086503469,1
35.561151634652546,9.0,1.0,7.17086372598941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,16.219424182673727,1
70.74264245729036,5.27310135535491,4.424367118451636,3.3182753388387276,246.48322746012872,1479.451542018986,0.038939082203870906,26.4019581393807,56.98049108863467,38690.65980317015,0.4951471508541927,2149.484551389208,53,5,10,0,22.89390822038709,41.090347966967634,153.18069593393528,93.30253152619345,9.54620271070982,1
102.3749133181076,9.318213338869963,3.6364266777399257,6.681786661130037,249.36357332226007,1475.0437381180716,0.04,27.900347134426816,52.890199061711385,41145.15967610438,0.49340893330565017,2285.8388708946877,48,23,28,0,22.32955333471749,38.01133999584753,154.3295533347175,95.03401998754258,17.636426677739927,1
108.57990517746691,18.245087611792325,1.8665182434325405,11.555802927612433,314.38302206538356,1880.71552179595,0.03711160585522487,27.081456770963097,73.2160120421955,49512.4355864206,0.6293437229597221,2750.692853511605,88,3,9,4,18.17723355925265,45.111605855224866,176.11383220373676,138.26918986164682,35.49017522358465,1
36.459124978888866,6.0,1.0,4.828791664320986,85.4143958321605,423.7526685451969,0.07,13.812606666291357,30.678755834412346,5853.960000100303,0.14,325.22170666066177,24,5,5,0,12.585604167839508,18.585604167839506,44.585604167839506,40.82879166432099,11.0,1
52.0767454702973,7.956758520266048,1.0,2.0,181.71133865408444,984.1128831025092,0.024086482959467907,38.30555036882725,27.2051824525837,36643.487376400204,0.3290377955136149,2035.7469269186959,35,8,6,0,20.63459318378716,22.5816142148826,105.45188977568074,76.25944887840372,14.913517040532096,1
71.40400152202116,9.280800304404233,4.280800304404233,6.157599086787301,226.71919969559576,1297.7805700176866,0.03,30.272151601230455,42.89950518108842,39274.706473828955,0.43561600608808465,2181.925408992358,46,11,11,0,22.0,31.08880334844656,141.41839178108572,85.30080791451006,17.561600608808465,1
25.764275541482675,2.254758513827559,1.0,2.254758513827559,72.74524148617245,348.1916871788983,0.12254758513827559,8.18524148617244,42.78617959645592,2842.5656888308044,0.11509517027655118,157.92153696634907,18,2,2,0,9.764275541482675,18.29282662444803,42.490482972344886,30.254758513827557,3.5095170276551175,1
