loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
57.102563297817476,4.068375531878316,1.0683755318783164,4.0341877659391585,197.24786914933853,1083.8194297253144,0.05,18.53418776593916,58.493848399089245,20084.213416980125,0.3589743670218252,1115.7876209796875,51.79487340436505,0.0,1.1367510637566327,0.0,15.102563297817474,30.0,123.55555904279095,73.69231010654758,7.136751063756632,1
164.8270087446431,13.119763176785545,10.933464901785808,12.053228078571355,366.30408792499816,2217.1307851452166,0.020133070196428383,43.090089094428826,51.665863527659766,95388.89021121066,0.7435928953035664,5299.378426387934,112.2395263535711,21.76047364642891,22.906850862500132,0.0,26.933464901785808,39.42582462857083,240.412517608928,125.89157031607017,25.226219333928253,1
47.647321106174104,7.754058382940746,1.2459416170592534,6.877029191470373,182.78652544646673,1064.485310884835,0.05877029191470373,18.177682717503583,58.87545807369905,19289.827948060178,0.3526217514882224,1071.6548769847143,33.89326272323336,2.63108757441112,9.122970808529626,0.0,18.63108757441112,38.1554378720556,109.01623353176299,73.77029191470373,14.508116765881493,1
107.67928715260473,11.768869087572353,4.844345437861767,11.768869087572353,357.0378614578142,2275.723748031409,0.0530660726271706,20.475412072100095,118.58259307841544,45016.23768238818,0.7575946536445354,2500.9007281549193,89.83494171474295,2.0,13.844345437861767,0.0,18.924523649710586,63.29720353959825,224.6651815679265,132.37267988988765,22.537738175144707,1
7.948303162758473,1.0,1.0,1.0,17.15509051172458,61.82918560055426,0.20258484186207637,4.948303162758473,12.569454785352807,305.12478623560116,0.02051696837241527,16.952229640013858,4.051696837241527,0.0,1.896606325516946,0.0,8.0,4.15509051172458,12.051696837241527,5.103393674483054,1.0,1
9.560011867347654,1.3599970331630864,1.0,1.3599970331630864,15.439988132652346,54.68277632464143,0.2643998813265234,3.820001483418457,14.436787746963546,207.96159388831595,0.02,11.553199643979571,5.640002966836914,0.0,0.6400029668369137,0.0,7.640002966836914,4.280005933673827,11.159982198978518,4.280005933673827,1.7199940663261726,1
17.0,1.0,1.0,1.0,48.42709176119124,211.31504449908974,0.1932589646908196,5.1842549651175975,41.10449425253232,1090.1413074175553,0.0677529882302732,60.55958569313355,9.44940235394536,0.0,1.22470117697268,0.0,7.22470117697268,13.32589646908196,29.32589646908196,19.10119529210928,1.0,1
19.659864312854594,2.8199895625272764,1.0,2.8199895625272764,45.919937375163656,201.69672497259373,0.08819989562527276,10.94361586495854,18.527352300749655,2200.718524537072,0.06819989562527277,122.25799582501091,12.559916500218211,1.639979125054553,1.8199895625272764,0.0,12.180010437472724,8.819989562527276,30.099947812636383,15.819989562527276,4.639979125054553,1
17.833778695143724,7.911444415776758,3.7343332473302757,3.2656667526697243,78.568111942474,395.9121273935377,0.06177111168446483,16.561649858094956,24.41232393621477,6500.224494452803,0.13442777921116209,361.1280274696001,14.745223110920483,0.0,1.0885555842232413,0.0,16.38011091043731,16.531333505339447,44.708444673785934,33.85966726868807,14.822888831553517,1
8.0,2.7933820857519684,1.0,2.7933820857519684,13.103308957124016,37.91429962302777,0.21343016442612206,4.7933820857519684,8.274203465679468,179.18341117817266,0.011033089571240157,9.956110056319252,4.896691042875984,0.0,1.0,0.0,5.103308957124016,2.4132358284960627,8.896691042875984,4.2066179142480316,4.586764171503937,1
11.584670700442588,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9.0,0.0,0.5846707004425887,0.0,10.0,14.0,23.0,18.0,1.0,1
63.91605622026253,12.57028652453255,9.882078658665954,12.258494390399145,180.61558993999466,987.6496219525114,0.053764157317331904,19.075289769403266,55.388894240127954,18149.42097356537,0.3294670225626574,1008.3040506818498,57.53964048852934,1.3764157317331909,3.0,0.0,16.365089877867664,28.505662926932764,108.39906743946425,72.21652250053042,24.1405730490651,1
142.74677664599355,14.986894942322005,12.192136965393203,13.192136965393203,378.51088560778965,2343.0295070979473,0.02,42.86467343176631,54.717414911796084,100348.24326176963,0.7837116887310841,5574.899062817725,104.44979921917638,13.655041242247579,18.62883112689159,0.0,27.3973789884644,45.755442803894816,236.02621011535598,142.48467549243364,28.97378988464401,1
17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15.0,0.0,0.0,0.0,9.0,6.0,21.0,11.0,7.0,1
35.942096792051046,5.628064528034032,1.0,4.942096792051048,98.42096792051048,491.3349346743766,0.05314032264017016,19.01825803832513,26.55718718296639,9216.419620450813,0.16256129056068064,512.0194097382539,29.314032264017015,0.6859677359829841,3.9420967920510477,0.0,16.115806415897904,15.942096792051048,60.024516224272254,38.39645169623822,10.256129056068064,1
131.44384671406465,13.878341468701642,7.913101049072602,12.878341468701642,331.53877349574987,2033.1902152791597,0.030173797901854794,28.677152196549443,70.90061657447463,58306.73038187775,0.6813903832148385,3239.2654995274743,109.58288503554849,10.843581888330684,9.0,0.0,21.01737979018548,49.13903832148384,197.45187454482246,134.0868989509274,25.756682937403284,1
73.83340219644364,4.938783942421671,2.9387839424216713,4.292522628281114,186.79930145808638,1027.7801851580355,0.05,20.563773612955124,50.04796635105842,21125.981524994902,0.3432313065707028,1173.6630420167487,53.75513576968669,4.9081759136325065,8.493221170194735,0.6462613141405571,16.938783942421672,29.5238291989839,115.82990948687555,70.96939197121084,8.877567884843343,1
16.0,1.9730977480703464,1.0,1.9730977480703464,43.0,191.32956396912553,0.17946195496140693,5.452597891620909,35.123613560913526,1042.615564583751,0.06,57.92200570159942,13.026902251929654,0.0,1.0,0.0,7.946195496140692,13.91929324421104,23.892390992281385,19.107609007718615,2.946195496140693,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1
9.016898319589973,1.5084491597949865,1.0,1.5084491597949865,14.254224579897492,50.0984791512369,0.34779572059282454,2.8728877100512533,17.543518655671978,143.96016092266518,0.02,7.993916604947609,5.271122899487466,0.0,1.0,0.0,5.745775420102507,5.745775420102507,8.508449159794987,5.745775420102507,2.016898319589973,1
20.43480986009136,3.521730046636213,1.0,3.0434600932724263,79.78249060627077,377.98430428787213,0.07043460093272426,14.154818217186044,27.712475981355077,5251.473430811432,0.1256519013990864,291.74871708993857,14.434809860091361,0.47826995336378686,2.5651901399086396,0.0,12.521730046636213,14.173840373089705,49.13038027981728,30.652110326453492,6.043460093272426,1
13.972039535637254,2.0,1.0,2.0,19.398574416846408,70.4897527139299,0.23083881393088237,4.396299372462255,17.05211595010752,300.6379494403886,0.023426534881209153,16.703075651079903,8.0,2.6573465118790844,0.6573465118790847,0.0,6.657346511879084,5.685306976241831,12.055920928725492,7.342653488120916,3.0,1
11.4677550111737,2.5967349664788975,2.5967349664788975,2.5967349664788975,39.4032650335211,172.93492075794256,0.10935510022347401,9.181273585697662,19.003126102628134,1581.6430332719845,0.05467755011173701,87.86754311793148,8.935510022347401,0.0,0.5322449888262991,0.0,11.0,9.935510022347401,22.9355100223474,16.4677550111737,4.193469932957795,1
93.61684337012686,15.371292440966755,7.994067905546809,15.371292440966755,254.0,1505.6480064384518,0.03874258488193351,27.80472138046671,54.164270163476246,41864.03794698901,0.5,2325.781339745706,79.86239429928698,0.5029660472265953,10.377224535419947,0.8742584881933512,22.0,38.87425848819335,155.7485169763867,98.2514830236133,29.74258488193351,1
80.94756296215662,6.601856038542168,2.7345706923614452,6.601856038542168,298.52482254098794,1801.9122253704102,0.07601856038542168,13.177861034050965,142.01401524320264,23217.876403471157,0.5994756296215662,1289.8806163825002,74.94756296215662,0.8672853461807226,1.1327146538192774,0.0,13.265429307638556,51.94756296215662,197.5772595788313,100.94756296215662,11.336426730903613,1
6.861254172236357,1.2870847240787857,1.0,1.2870847240787857,12.430627086118179,41.29111734953275,0.3400479653427575,2.9282288189803034,14.243121283941568,120.30484096295618,0.011435423620393929,6.680191861371029,3.8612541722363574,0.8564576379606071,0.14354236203939286,0.0,5.856457637960607,4.143542362039393,8.287084724078786,4.143542362039393,1.5741694481575714,1
20.60180208073158,1.0,1.0,1.0,26.63891875156105,110.98017943404302,0.40338017711195256,2.4841621872658424,45.11968591161221,274.1936868404484,0.03939819791926842,15.232727947731941,15.180540624219475,0.9398197919268417,0.06018020807315827,0.0,4.060180208073159,13.879639583853683,9.69909895963421,16.93981979192684,1.0,1
41.32898918341342,6.465797836682683,1.0,5.0,117.32247295853355,607.9317096425668,0.06465797836682684,15.268730137878627,41.052506020696065,9133.325285838762,0.2039739351004805,507.40407215951177,32.86319134673074,1.4657978366826836,2.7328989183413417,0.0,14.267101081658659,21.863191346730733,71.45928161180281,45.86319134673074,11.931595673365367,1
5.837618105337679,1.0,1.0,1.0,8.0,24.0,0.38863326737363757,2.5811909473311605,9.340188968540286,61.94858273594785,0.01,3.438795869423755,3.0,0.0,0.8376181053376791,0.0,5.162381894662321,2.837618105337679,5.162381894662321,2.837618105337679,1.0,1
27.89707617790564,6.188349083765601,5.058254581171993,2.7533963350624058,77.53396335062406,385.98356084078404,0.05565047251296805,18.354779981706116,22.805075290462774,6843.18847393892,0.1313009450259361,380.1742550248934,22.08542526167124,0.0,3.811650916234399,0.0,17.304858246109585,14.071839921421617,46.69514175389041,30.838821596733645,11.376698167531202,1
17.03912422357964,5.654147374354382,5.384976849225258,2.7308294748708763,50.500783173321395,224.4659657141596,0.09461658949741752,10.282535070587013,22.34408506491357,2277.351805776163,0.07461658949741753,126.51960910218911,11.84663579896701,0.0,1.0,0.0,10.807511575387371,10.923317899483505,29.65414737435438,20.84663579896701,10.308294748708764,1
111.41374550308086,8.0,5.468491534376522,6.687672310415652,259.3507285718339,1613.840367814195,0.05687672310415652,19.3422134779012,87.4942496616588,30411.49368770277,0.5387672310415652,1689.523294671514,78.31784162288521,16.18905079374087,14.75068924166261,0.0,19.405474603129566,54.783576190611306,151.00275696665042,108.34797160518347,15.0,1
7.703683880004486,1.0,1.0,1.0,14.234561293334828,51.43786608054128,0.346419290533438,2.8827193533325857,18.013050274541513,147.80217673864902,0.02,8.20753515933236,4.703683880004486,0.23456129333482867,0.0,0.0,5.765438706665171,6.469122586669657,7.765438706665171,6.469122586669657,1.0,1
10.890040498461197,1.0,1.0,1.0,24.073306334359202,91.92576565930426,0.22146612668718405,4.476175441333259,20.57720158873929,411.11559407062543,0.03036653167179601,22.835968151610246,5.926693665640798,0.0,0.07330633435920197,0.0,7.0,7.109959501538803,15.0,9.073306334359202,1.0,1
46.12735659348236,4.0,1.0,3.255306524728432,117.14858269239609,595.811953595409,0.07510613049456864,14.05941661743132,44.31171320683442,8211.191396454002,0.19787145673099021,456.17759526919366,34.574291346198045,3.8083717720127503,2.7659195741852955,0.0,12.489386950543135,21.318984821469613,70.29775872255588,46.85082396984021,7.0,1
8.691838248144267,1.3383676496288532,1.0,1.3383676496288532,21.353470598515415,81.75038282153986,0.2635347059851541,3.8071304397115537,21.685401928135796,309.8227567439915,0.03,17.211118234163305,6.015102948886559,0.6767352992577065,0.0,0.0,7.3232647007422935,7.0,14.01510294888656,7.338367649628854,1.6767352992577065,1
9.04273742519894,2.0213687125994695,1.0427374251989392,2.0,42.02136871259947,184.85694409025464,0.1302136871259947,7.713759778424404,23.979835182761274,1425.1379707136432,0.060213687125994696,79.16948603590451,6.02136871259947,0.0,1.0213687125994695,0.0,10.02136871259947,11.085474850397878,24.978631287400532,17.04273742519894,3.042737425198939,1
35.60882564421523,5.0,3.3742967671397928,4.0,116.36867090425814,615.4834388517783,0.06,16.98179148930236,36.271886432920454,10450.121594181912,0.20374296767139793,580.5590488524198,29.23452887707544,0.7485935342795853,3.6257032328602072,0.0,18.128516164301036,21.251406465720414,76.12289030141937,40.24578060283876,9.0,1
54.94745202741381,5.017515990862062,1.0,3.0350319817241243,141.84235608224145,764.049308906368,0.06982484009137939,14.285031981724124,53.51210107367594,10911.189728683612,0.25929936036551754,606.1810668446604,43.0,3.0,5.9299360365517515,0.0,13.982484009137938,27.859872073103503,84.96496801827587,56.87738806396556,9.035031981724124,1
15.464883742534246,2.0,1.0,2.0,29.488294580844748,124.11612214001198,0.15,6.779665502543722,18.32732481707557,841.0213764987795,0.04,46.724682566024995,10.755852709577626,1.0,1.7090310329566198,0.0,10.0,8.488294580844748,18.0,11.488294580844748,3.0,1
19.735438642432246,7.154385956708527,3.4926315740251166,3.0,82.59578953767348,414.88772662155975,0.06507368425974883,16.030926306387972,27.282056186259084,6501.5250314253235,0.14014736851949766,361.1988701668903,15.889824599140773,0.3382456173165891,1.5073684259748834,0.0,15.985263148050233,16.67649123463318,49.07368425974884,33.52210527792465,13.308771913417054,1
45.15678555505577,7.135391164044964,1.6769558202248165,6.729217671910074,151.344438570786,786.8829315032789,0.05864608835955037,18.136815323865214,43.54568495424699,14241.019330900308,0.26458435343820147,791.1644534551907,39.29217671910074,1.7292176719100734,1.2707823280899266,0.0,14.541564656179853,22.40617349213489,95.344438570786,56.0,13.270782328089927,1
54.07407745809517,6.083325719285879,4.157403177381044,5.314806354762088,148.75927110333308,852.3291343630942,0.057685193645237914,17.06360773555007,50.756590934959156,14422.69154733453,0.2861111618714275,801.2600036547428,38.62036444833346,3.0,5.842596822618956,0.0,18.537038729047584,35.138906654999616,86.08332571928588,62.675945384047196,11.166651438571758,1
21.226219638153147,1.886890180923427,1.0,1.886890180923427,61.90487855261259,285.5651038865541,0.16226219638153147,6.336118850166444,45.28808635588373,1804.7013452169638,0.09226219638153146,100.26439350114346,14.773780361846853,0.0,0.0,0.0,9.773780361846853,14.678658914459438,42.77378036184685,19.13109819076573,2.773780361846854,1
10.770605875536681,1.0,1.0,1.0,0.7955103716964032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7955103716964032,0.0,0.0,0.0,0.7955103716964032,0.0,0.7955103716964032,0.0,1.0,1
34.10545576692854,4.081322203006495,1.1626444060129915,4.0,76.78016695490257,358.8280509125991,0.06918677796993505,14.433609748569873,24.906883208727002,5173.7734665159,0.11918677796993504,287.4328800039911,30.02413356392205,0.0,2.0813222030064957,0.0,12.56925542104547,13.16264440601299,46.26810017294154,30.512066781961025,7.1626444060129915,1
18.402438170184944,2.0,1.0,2.0,31.399390457453762,127.76149057744489,0.14600609542546236,6.779573320217635,18.94853569699234,863.5651485331707,0.04,47.9766156379717,11.198171372361292,0.6006095425462361,4.603657255277417,0.0,9.201219085092472,8.003047712731181,19.99695228726882,11.402438170184944,3.0,1
54.82262606901419,5.059124643661935,1.0,3.11824928732387,141.4678782070426,760.104392534412,0.06940875356338065,14.36824928732387,52.994489432845526,10910.809009510494,0.2576350142535226,606.1598464317325,43.0,3.0,5.76350142535226,0.0,13.940875356338065,27.52700285070452,84.88175071267612,56.58612749436645,9.11824928732387,1
6.0389666977287355,1.0,1.0,1.0,10.173161116288123,29.5366746549604,0.2803896669772874,3.620129162783908,8.302125635391295,106.03151924469046,0.01,5.891558667909149,3.5194833488643678,0.0,0.17316111628812259,0.0,5.173161116288123,2.346322232576245,7.0,3.1731611162881226,1.0,1
60.00457275486361,6.0,2.332113932036371,5.0,151.33668668689998,802.3024523158963,0.05,19.819917690412456,40.48345832196627,15900.292384697523,0.27,883.3453174990196,49.67062972088179,3.3339430339818144,5.0,0.0,15.998170898054557,23.998170898054557,91.33485758495453,60.00182910194545,11.0,1
124.49659192274727,13.577185236711749,11.154370473423496,13.0,244.5232562707186,1496.185155931123,0.038456295265765036,27.39043898277285,57.62058770408197,39987.892235975174,0.4976503621261203,2221.5494419166025,83.95970334301776,23.42281476328825,15.114073816441259,0.0,24.731555710135243,44.30192479234154,149.53007242522406,94.99318384549454,26.154370473423498,1
32.76006268277517,7.788589337935764,4.7428683362098525,6.485736672419705,123.66862067932335,661.2316651661164,0.04348573667241971,21.86930830846394,30.450074291073495,14412.528229346146,0.2204572100172591,800.6955333875665,25.76006268277517,1.0457210017259113,3.9542789982740887,0.0,21.559984329306207,19.651426332758028,83.22860500862956,40.440015670693796,14.577178675871528,1
19.203562773785976,4.362850219028779,1.0,4.362850219028779,51.61068832135793,225.31352808269645,0.16203562773785976,6.398218613107013,36.28053611704678,1416.6142579829984,0.07522137664271585,78.70001037375127,17.04427532854317,0.0,0.15928744524280514,0.0,9.0,11.522137664271584,35.451400876115116,16.159287445242803,7.725700438057559,1
39.55541469578513,5.419815690762164,2.209907845381082,4.814861768071623,78.16036861847567,377.40266565802153,0.0739504607730946,12.94014286413627,29.305087522411025,4871.355559508871,0.12395046077309459,270.63253108382617,29.234677458833787,4.345506850404051,3.9752303865472958,0.0,13.0,15.395046077309459,47.55541469578513,30.60495392269054,9.839631381524327,1
4.636223107236239,1.0,1.0,1.0,7.318111553618119,21.03378525823882,0.3522678087532684,2.8409442231909403,7.520240238535264,59.28401713129903,0.01,3.295905577680906,2.3181115536181194,0.0,0.3181115536181195,0.0,5.681888446381881,1.636223107236239,5.681888446381881,1.636223107236239,1.0,1
34.664386675276454,6.5993160025829365,2.732877335055291,5.73287733505529,75.80136799483412,368.3246051632158,0.07133561332472355,13.210959414745338,28.000647979184762,4855.700313814106,0.12267122664944709,269.7624984089337,30.93150934022116,0.0,1.7328773350552908,0.0,13.26712266494471,15.801367994834127,44.534245329889416,31.267122664944708,12.198632005165873,1
15.99333693735863,3.0,1.0,2.986673874717257,57.900054060379425,275.30479037241736,0.13973347749434514,7.017923638505289,39.2780659536629,1930.8212154378646,0.08986673874717256,107.26892309790149,11.986673874717257,0.0,2.0066630626413717,0.0,9.033315313206858,17.966684686793144,29.966684686793144,27.933369373586284,5.0,1
16.24757223738443,1.0,1.0,1.0,44.733005661690996,186.61851833168097,0.1699028894953771,5.955583258521777,31.956398574412397,1101.4057307107607,0.06247572237384427,61.188106940653896,12.762138813077863,0.0,1.0,0.0,6.247572237384428,11.742716712153282,22.475722373844274,22.257283287846718,1.0,1
76.09988439897194,6.728554914138848,1.0,5.819036609425899,211.64277457069423,1180.3518659247104,0.05909518304712949,17.78148053927677,66.4290489426359,20977.246219919394,0.396380732188518,1165.4033772787598,64.7332562659813,3.638073218851797,5.547591523564746,0.0,14.090481695287052,33.638073218851794,126.72855491413885,84.91421965655539,12.457109828277696,1
21.711314404469363,1.2886855955306382,1.0,1.2886855955306382,66.6905152357549,316.6896884645409,0.17422628808938723,5.839609044290429,54.69186243825837,1840.354338506374,0.10422628808938723,102.24445067879358,13.577371191061276,0.0,0.0,0.0,8.577371191061276,18.267886426816172,41.577371191061275,25.11314404469362,1.5773711910612762,1
61.381368837622006,4.0,1.0,3.8908903682342504,134.94493031055902,722.407543544898,0.087817807364685,11.294626898181011,65.17793078913044,8076.61287343008,0.24236232577639752,448.70312926956524,43.4724651552795,10.799794050576754,4.672671104702751,0.0,11.2182192635315,29.581574787045255,76.01801331410826,58.92691699645076,7.0,1
36.78567386183196,6.602046591166863,4.951534943375147,4.301023295583431,136.38772045299882,764.3178751007734,0.05349488352208284,18.755056824122697,41.761296328197304,14155.56472430698,0.2544641846545799,786.4200413762717,27.242325283124263,1.0484650566248526,4.397953408833137,0.0,18.349488352208283,30.242325283124263,76.19386022649941,60.19386022649941,12.204093182333725,1
49.41709951011363,6.0,1.4696182708884307,5.234809135444215,127.36458074933883,647.682072687276,0.057651908645557845,16.766580097977275,38.873813996279026,10820.401889576653,0.21295572593667356,601.1340951377999,41.12152691644628,2.295572593667354,2.0,0.0,14.174045677221077,20.0,79.47786296833677,47.88671778100206,11.0,1
77.66214695585282,6.851349661761423,1.0,5.702699323522847,160.03377280144926,883.9534528572351,0.06925674830880713,14.176420583164997,62.457286923215136,12523.468683389001,0.29777024492642135,695.751717396893,57.51349661761424,6.297300676477153,11.62837415440356,0.0,15.074325169119287,30.925674830880713,101.88512246321068,58.148650338238575,12.702699323522847,1
35.75268938564795,5.8763446928239755,1.0,5.8763446928239755,107.76344692823976,531.4172057722002,0.054381723464119874,17.545026047367035,30.686320338435834,9260.417867025892,0.17314517039235963,514.4623411763295,28.314517039235962,0.0,3.7526893856479506,0.0,13.685482960764038,16.876344692823974,64.25806815694385,43.5053787712959,10.752689385647951,1
28.30962954711911,3.901375649588444,1.0,1.0986243504115558,60.098624350411555,278.7335555679321,0.08,12.414632798810684,22.453693132890976,3460.7405615957637,0.09,192.26485918334959,21.30962954711911,0.0986243504115557,1.9013756495884442,0.0,12.0,12.901375649588445,33.39449740164622,26.70412694876533,6.802751299176888,1
118.52823142919036,8.48843536383469,5.366326522876017,7.366326522876017,265.0397960653557,1651.5027188077704,0.05755782318082655,18.389683658693194,91.1879967072303,30111.440640526685,0.5516836738561991,1672.8529490390836,83.72619056644646,17.412585067537258,15.267346954247966,0.12210884095867247,18.36632652287602,56.557823180826546,152.58095245315718,112.4588436121985,15.976870727669379,1
17.09682569940761,3.0,1.0,1.6343914335307972,30.048412849703805,122.04405100638098,0.13365608566469203,7.517462902950824,16.376058417908784,914.0407789986225,0.04,50.777997275321674,12.77962998264221,0.0,2.3171957167653985,0.0,10.0,6.682804283234601,20.048412849703805,10.0,4.317195716765399,1
126.26513690689369,14.213403753243426,7.737801251081142,13.344503127702854,300.50911188527084,1796.5699870248814,0.03,30.247530868636478,59.39716044499872,54340.790147525084,0.5973780125108114,3018.932667415975,85.0182237705417,9.68900625540571,26.689006255405708,2.606701876621713,21.524397497837715,41.65549687229714,183.2957081320274,117.21340375324343,27.426807506486853,1
67.0947486653223,10.248655496236546,4.005378015053812,8.74596648870964,236.71907641344058,1400.1356700880306,0.03,31.350545689524232,45.46986877564237,43494.539611834814,0.46618949733064463,2416.3600490001318,51.475798932257845,2.497310992473094,11.121638740591369,0.0,24.629705763172087,35.74596648870964,144.98386595483856,91.73521045860201,19.497310992473093,1
32.96869274560281,3.0,1.0,3.0,80.26556202016309,388.4849566094171,0.08593738549120562,11.723451126546532,33.81350323079804,4508.998387805933,0.1289060782368084,250.50076985637494,26.890607823680842,0.5937385491205616,2.296869274560281,0.2968692745602808,12.296869274560281,16.374954196482246,49.781215647361684,30.484346372801404,5.0,1
64.36943216531775,4.701850682411214,1.7018506824112138,4.701850682411214,233.09253412056069,1337.8945455662106,0.06403701364822428,15.829458153425332,96.20267838616591,19940.049803531452,0.44422208188934564,1107.7781274598913,58.66758148290653,0.3509253412056069,1.0,0.0,13.94722397638318,38.42220818893456,150.6703259316261,82.42220818893456,8.05277602361682,1
29.059425265379026,1.328381227885081,1.0,1.328381227885081,63.68647508845967,310.11776275224815,0.1667161877211492,6.027028736731048,51.70374901980201,1863.691329226887,0.10343237544229837,103.536889932584,21.04456894903427,0.6716187721149189,0.6716187721149189,0.0,8.656762455770162,20.71618772114919,34.268955962506055,29.41751912595362,1.6567624557701621,1
12.890626244987432,1.0,1.0,1.0,27.890626244987434,111.31058102983476,0.17630208748329143,5.766822763118217,19.38005397986419,639.8418010533283,0.036302087483291445,35.54604334324974,7.369791251670856,1.2604174966582884,1.630208748329144,0.0,8.630208748329144,7.260417496658288,18.260417496658288,9.630208748329144,1.0,1
4.390168194501306,1.0,1.0,1.0,7.390168194501306,21.34723164608068,0.33,3.0,7.115743882026893,64.04169493824205,0.01,3.56092110004094,2.3901681945013054,0.0,0.0,0.0,6.0,1.3901681945013054,6.0,1.3901681945013054,1.0,1
47.126877854696914,6.873122145303082,3.182805363257706,6.873122145303082,145.50751141878766,759.5423146900785,0.06436561072651542,15.18116018858862,50.06897371449326,11526.660487194087,0.2543656107265154,640.3677032855809,39.253755709393836,2.0,3.309683217954624,0.0,13.746244290606164,24.05592750856079,92.38063356409076,53.126877854696914,12.746244290606164,1
11.619580295767202,1.0,1.0,1.0,22.0,83.47680971667204,0.31858740887301606,3.1255385023968234,26.857271922486813,260.07787284935984,0.03,14.449356571544977,4.760839408465595,0.3804197042327977,0.7608394084655954,0.0,5.619580295767202,8.47832118306881,12.760839408465596,9.239160591534404,1.0,1
55.548499721651474,3.9030005566970463,1.0,3.0,146.38799777321182,767.7284789756775,0.07,14.162240044535764,54.218164752269814,10871.336945305524,0.26,603.963091130095,43.0,3.0,4.903000556697046,0.0,12.903000556697046,25.257501391742615,91.03349693816625,55.35450083504557,6.8060011133940925,1
20.964854749854215,1.8070290500291568,1.0,1.0,56.12268044967928,266.85834553822497,0.12982427374927108,7.787211334796504,36.8770408133644,1997.9442291933528,0.08789456424956266,110.99665792197784,11.789456424956265,0.5964854749854216,2.4035145250145784,0.0,11.017572625072892,15.982427374927108,33.3507966497959,22.771883799883373,2.6140581000583136,1
7.0,1.0,1.0,1.0,11.72587866902716,34.23359768998431,0.3744920156460411,2.9549520548670785,13.899974637311338,92.5920127203535,0.014543131115045266,5.141878591008823,4.4543131115045265,0.0,0.5456868884954734,0.0,4.5456868884954735,2.908626223009053,8.271565557522633,3.4543131115045265,1.0,1
75.66629179126802,13.333258358253605,4.555355622009612,13.333258358253605,230.5555805472488,1272.2977354831048,0.04,26.376716899970084,48.4053331294857,33491.86693439699,0.4222209726375601,1860.657545585377,66.44419452751201,1.6667416417463954,5.555355622009612,0.0,18.22209726375601,28.666291791268023,149.333708208732,81.22187233851682,25.66651671650721,1
4.029334114092528,1.0,1.0,1.0,7.0,19.65,0.4014667057046264,2.492666471476868,7.88889410238114,48.98582282923523,0.01,2.721933118624555,0.04400117113879143,0.0,0.01466705704626381,0.0,4.985332942953736,2.014667057046264,4.985332942953736,2.014667057046264,1.0,1
77.91051901517238,13.87061707701151,4.174123415402302,13.87061707701151,196.54232121528733,1089.109018417977,0.06412938292298849,15.42631802200115,70.59369391304023,16803.025317237796,0.36412938292298846,933.500464016732,62.084642430574675,7.522370246206906,3.412938292298849,0.0,14.348246830804603,32.23881487689655,125.39298732321842,71.14933389206892,26.74123415402302,1
21.484000533715523,1.3368887702854393,1.3368887702854393,1.3368887702854393,62.45200160114657,284.0676392514589,0.19315556148572804,5.447466417599423,57.14514049735488,1465.4270717614313,0.09326222459429122,81.40966201110808,16.652444918858244,0.0,1.0,0.0,7.673777540570878,15.484000533715523,41.13644545257377,21.315556148572803,1.6737775405708786,1
115.33380542261673,21.068335658419088,13.851519378943792,14.783183720524708,442.42969612421126,2883.035647024536,0.02,43.26796409292593,66.72441193059618,124639.26461181078,0.9614454418631686,6924.40295587407,69.91985503736288,1.927727906841569,39.05652635420105,0.0,31.216816279475292,61.076208527897776,273.00393643473933,169.4257596894719,44.353487596313464,1
15.240655672077134,3.0,1.0,1.481311344154268,46.60983508115701,221.6235625325412,0.10962622688308538,9.04263624211251,25.503998799011555,1969.3660230329301,0.07481311344154268,109.40653789130094,10.481311344154268,0.0,2.759344327922866,0.0,12.79672163961433,14.20327836038567,26.20327836038567,20.40655672077134,5.0,1
45.00890618261483,4.5004453091307415,1.0,4.5004453091307415,101.51469520131447,518.921962777066,0.08501335927392226,11.948334543851027,45.677793731326204,6038.76225339494,0.1700267185478445,335.4881839602848,38.00890618261483,0.4995546908692585,1.4986640726077756,0.4995546908692585,12.998218763477034,21.502226545653706,62.010687419137795,39.50400778217667,7.5004453091307415,1
176.7970894210536,26.54236366497974,15.457636335020261,18.45763633502026,494.2541819898784,3242.070294205666,0.02,48.77763633502026,66.48216919707484,158121.0911720944,1.0816945465991896,8784.505554712458,152.5596353906889,5.203454345141832,13.288181675101308,3.203454345141832,30.54236366497974,63.88127298481764,290.49163602024316,203.76254596963528,52.08472732995948,1
19.854435678997973,3.8544356789979735,2.9029571193319823,2.9029571193319823,36.33965008233806,148.87299634626066,0.14145564321002027,7.237703053902326,20.66683663256428,1075.3761204867676,0.05048521440334009,59.74409413415283,13.854435678997973,0.0,2.951478559665991,0.0,8.951478559665992,8.145564321002027,23.194085761336034,13.145564321002027,6.708871357995947,1
